timestamp,traffic
2018-07-15 14:27:57,3859.6376953125
2018-07-15 14:28:02,3897.1015625
2018-07-15 14:28:07,3981.396484375
2018-07-15 14:28:12,4084.0517578125
2018-07-15 14:28:18,4165.5498046875
