elapsedtime,elpasedtime
2018-07-15 02:56:54," 687
"
2018-07-15 02:57:02," 0
"
2018-07-15 02:57:11," 0
"
2018-07-15 02:57:19," 0
"
2018-07-15 02:57:28," 0
"
2018-07-15 02:57:36," 0
"
2018-07-15 02:57:45," 0
"
2018-07-15 02:57:53," 0
"
2018-07-15 02:58:02," 0
"
2018-07-15 02:58:10," 0
"
